Name,Date of Birth,Height,Position,Points per Set,Aces per Set,Blocks per Set,Reception Percentage,Attack Percentage,volleybox,Nationality,League Site
BALAI Andrei Octavian,22/07/2004,201cm,Middle-blocker,1.29(67/52),0.06(3/52),0.31(16/52),0%(0/1),73%(96/130),https://volleybox.net/andrei-balai-p76838,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=173&PlayerID=2064&ID=30
PANTIC Dimitrije,19/03/1993,197cm,Wing-spiker,1.26(34/27),0.04(1/27),0.15(4/27),58%(50/86),65%(58/89),https://volleybox.net/dimitrije-pantic-p4355,SRB,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2176&ID=30
ROMAN Alexandru,05/12/2002,N/A,Wing-spiker,1.18(93/79),0.09(7/79),0.03(2/79),48%(222/466),33%(84/257),https://volleybox.net/alexandru-roman-p113671,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=2218&ID=30
MAGDAS Paul Tudor,10/06/1998,200cm,Middle-blocker,1.14(82/72),0.06(4/72),0.35(25/72),54%(6/11),74%(106/142),https://volleybox.net/tudor-magda-p32162,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=169&PlayerID=1331&ID=30
OCUNSCHI Eduard-Eugen,24/01/1995,N/A,Middle-blocker,1.1(53/48),0.1(5/48),0.4(19/48),0%(0/4),86%(58/67), ,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=798&ID=30
CIUBOTARIU Cezar,28/07/2004,N/A,Middle-blocker,1.09(85/78),0.05(4/78),0.28(22/78),N/A,66%(118/177),https://volleybox.net/cezar-ciubotariu-p113679,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=2221&ID=30
ASMARANDEI Victor-Stefan,08/10/2003,N/A,Opposite,1.07(46/43),0.05(2/43),0.42(18/43),50%(2/4),71%(52/73), ,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=2153&ID=30
MIHALESCU Andrei,06/04/1996,194cm,Wing-spiker,1(24/24),0.08(2/24),0.17(4/24),62%(47/76),76%(36/47),https://volleybox.net/andrei-mihalescu-p32161,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=169&PlayerID=818&ID=30
ZBENGHECI Radu David,17/08/2005,190cm,Middle-blocker,1(62/62),0.23(14/62),0.29(18/62),72%(8/11),62%(60/96),https://volleybox.net/radu-zbengheci-p90570,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=177&PlayerID=2047&ID=30
ONOFREI Alexandru,07/02/2003,192cm,Middle-blocker,0.98(62/63),0.14(9/63),0.19(12/63),100%(4/4),68%(82/120),https://volleybox.net/alexandru-onofrei-p34046,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=168&PlayerID=2086&ID=30
HORTOPEANU Sabin,23/03/2005,N/A,Middle-blocker,0.94(62/66),0.03(2/66),0.21(14/66),N/A,71%(92/128),https://volleybox.net/sabin-hortopeanu-p113672,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=2222&ID=30
TOFAN Elen-Lucian,-,N/A,Wing-spiker,0.67(37/55),0.18(10/55),0.13(7/55),48%(88/185),43%(40/92), ,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=812&ID=30
CONSTANTIN Filip Andrei,23/10/1997,188cm,Setter,0.61(59/97),0.16(16/97),0.22(21/97),0%(0/6),67%(44/65),https://volleybox.net/filip-constantin-p11896,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=178&PlayerID=785&ID=30
ARQUEZ Federico,24/01/2000,185cm,Setter,0.68(65/95),0.16(15/95),0.26(25/95),0%(0/3),65%(50/76),https://volleybox.net/federico-arquez-p15537,ARG,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=175&PlayerID=2147&ID=30
DUMITRU Claudiu Florentin,29/03/1995,190cm,Setter,0.43(12/28),0.14(4/28),0.21(6/28),0%(0/1),57%(4/7),https://volleybox.net/claudiu-dumitru-p11903,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=174&PlayerID=1063&ID=30
THONDIKE MEJIAS Christian Manuel,28/05/2001,195cm,Setter,0.55(34/62),0.13(8/62),0.18(11/62),0%(0/1),66%(30/45),https://volleybox.net/christian-thondike-mejias-p27585,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=170&PlayerID=2236&ID=30
VIIBER Robert,31/01/1997,204cm,Setter,0.71(76/107),0.12(13/107),0.21(22/107),0%(0/5),80%(82/102),https://volleybox.net/robert-viiber-p6486,EST,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=2177&ID=30
TABOADA Lyvan Diaz,04/10/1998,N/A,Setter,0.75(76/101),0.12(12/101),0.41(41/101),0%(0/4),66%(46/69), ,CUB,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=172&PlayerID=1946&ID=30
DRAGOMIR Alexandru,02/07/1999,195cm,Setter,0.56(15/27),0.11(3/27),0.22(6/27),0%(0/1),60%(12/20),https://volleybox.net/alexandru-dragomir-p42757,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=176&PlayerID=1463&ID=30
SKRUDERS Edvins,13/11/1997,189cm,Setter,0.69(45/65),0.11(7/65),0.22(14/65),N/A,85%(48/56),https://volleybox.net/edvins-skruders-p6219,LAT,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=171&PlayerID=1992&ID=30
VILIMANOVIC Andrija,14/11/1995,195cm,Setter,0.53(17/32),0.09(3/32),0.19(6/32),0%(0/1),88%(16/18),https://volleybox.net/andrija-vilimanovic-p10723,SRB,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=169&PlayerID=2296&ID=30
PUJOL Pierre Michel,13/07/1984,186cm,Setter,0.56(25/45),0.09(4/45),0.22(10/45),0%(0/4),78%(22/28),https://volleybox.net/pierre-pujol-p514,FRA,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=170&PlayerID=2289&ID=30
VERCIUC Stefan,08/06/2000,188cm,Setter,0.62(43/69),0.09(6/69),0.22(15/69),0%(0/9),80%(44/55),https://volleybox.net/stefan-verciuc-p71540,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=168&PlayerID=1728&ID=30
GEORGESCU Andrei Nicusor,22/03/1991,197cm,Wing-spiker,0.33(1/3),0.0(0/3),0.33(1/3),22%(2/9),0%(0/2),https://volleybox.net/andrei-georgescu-p5059,ROM,https://frv-web.dataproject.com/PlayerDetails.aspx?TeamID=179&PlayerID=1077&ID=30
Fazli Ali,10/05/1997,205cm,Opposite,5.66(651/115),0.28(32/115),0.35(40/115),0%(0/5),53%(579/1098),https://volleybox.net/ali-fazli-p70383,IRI,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=2614&ID=102
Jokela Joonas,12/12/1998,202cm,Opposite,5.61(645/115),0.32(37/115),0.44(51/115),21%(4/19),48%(557/1154),https://volleybox.net/joonas-jokela-p17593,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=907&ID=102
Dardzans Kristers,09/10/2001,202cm,Opposite,5.52(508/92),0.5(46/92),0.42(39/92),100%(4/4),45%(423/931),https://volleybox.net/kristers-dardzans-p34684,LAT,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=3050&ID=102
Gustavsson Fredric,03/07/1991,197cm,Opposite,5.31(627/118),0.44(52/118),0.16(19/118),50%(16/32),44%(556/1268),https://volleybox.net/fredric-gustavsson-p3092,SWE,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=750&ID=102
Thiessen Daniel,09/09/1998,195cm,Opposite,5.11(537/105),0.15(16/105),0.37(39/105),30%(14/46),44%(482/1098),https://volleybox.net/daniel-thiessen-p63516,CAN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=3078&ID=102
Sivula Urpo,15/03/1988,195cm,Opposite,4.96(412/83),0.29(24/83),0.36(30/83),0%(0/1),51%(358/706),https://volleybox.net/urpo-sivula-p472,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=565&ID=102
Muukkonen Aleksi,19/06/2002,197cm,Wing-spiker,4.8(331/69),0.46(32/69),0.2(14/69),49%(145/295),49%(285/579),https://volleybox.net/aleksi-muukkonen-p34611,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=2086&ID=102
Keskinen Oskari,20/07/2000,192cm,Opposite,4.6(497/108),0.17(18/108),0.43(46/108),30%(6/20),45%(433/972),https://volleybox.net/oskari-keskinen-p84272,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=1448&ID=102
Räsänen Mikko,22/08/2000,197cm,Wing-spiker,4.56(497/109),0.68(74/109),0.35(38/109),46%(232/508),49%(385/785),https://volleybox.net/mikko-rasanen-p48524,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=1481&ID=102
Häyrinen Eetu,26/04/1992,195cm,Opposite,4.53(534/118),0.46(54/118),0.42(49/118),0%(0/3),44%(431/989),https://volleybox.net/eetu-hayrinen-p13682,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=525&ID=102
Rastamo Aleksander,12/10/2000,192cm,Opposite,4.17(455/109),0.24(26/109),0.24(26/109),0%(0/1),44%(403/924),https://volleybox.net/aleksander-rastamo-p84299,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=1912&ID=102
Michelau Michael,12/07/1994,193cm,Wing-spiker,3.91(426/109),0.28(30/109),0.4(44/109),48%(340/713),49%(352/723),https://volleybox.net/michael-michelau-p14082,USA,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=2622&ID=102
Tihumäki Matias,08/05/2001,200cm,Opposite,3.82(420/110),0.15(16/110),0.4(44/110),0%(0/5),41%(360/869),https://volleybox.net/matias-tihumaki-p34608,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=2428&ID=102
Vuori Tino,01/07/1995,190cm,Opposite,3.81(103/27),0.15(4/27),0.26(7/27),N/A,50%(92/183),https://volleybox.net/tino-vuori-p29702,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=1863&ID=102
Raadik Andrus,19/10/1986,199cm,Wing-spiker,3.78(378/100),0.27(27/100),0.26(26/100),54%(240/444),47%(325/690),https://volleybox.net/andrus-raadik-p5889,EST,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=1303&ID=102
Petty Greg,05/06/1993,196cm,Wing-spiker,3.74(415/111),0.48(53/111),0.19(21/111),52%(366/702),50%(341/687),https://volleybox.net/greg-petty-p2817,USA,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=504&ID=102
Shurdhi Alvi,03/08/1995,189cm,Wing-spiker,3.72(454/122),0.38(46/122),0.28(34/122),54%(359/671),47%(374/798),https://volleybox.net/alvi-shurdhi-p4296,GRE,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=3074&ID=102
Lindqvist Veikka,13/11/2003,205cm,Opposite,3.68(397/108),0.26(28/108),0.42(45/108),0%(0/4),49%(324/657),https://volleybox.net/veikka-lindqvist-p34022,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=2032&ID=102
Petrusevics Aivars,01/01/1984,191cm,Wing-spiker,3.66(399/109),0.41(45/109),0.23(25/109),45%(259/582),44%(329/748),https://volleybox.net/aivars-petrusevics-p6251,LAT,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=1575&ID=102
Mäkinen Sakari,19/01/1995,189cm,Wing-spiker,3.58(279/78),0.24(19/78),0.26(20/78),53%(201/380),44%(241/547),https://volleybox.net/sakari-makinen-p5666,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=276&ID=102
Drobnic Sergej,25/02/1995,194cm,Wing-spiker,3.42(397/116),0.16(18/116),0.25(29/116),45%(328/730),41%(350/844),https://volleybox.net/sergej-drobnic-p14079,SLO,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=3057&ID=102
Wetter Daniel,11/02/1999,196cm,Middle-Blocker,3.22(367/114),0.11(13/114),0.63(72/114),0%(0/15),56%(282/505),https://volleybox.net/daniel-wetter-p72827,USA,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=3182&ID=102
Kattelus Kalle,18/10/1998,188cm,Wing-spiker,3.2(314/98),0.18(18/98),0.23(23/98),40%(227/564),38%(273/717),https://volleybox.net/kalle-kattelus-p84300,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=1226&ID=102
Pozo Hernandez Sebastian,01/04/2002,N/A,Wing-spiker,3.06(324/106),0.23(24/106),0.3(32/106),47%(294/632),42%(268/631), ,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=2423&ID=102
Groffier William,04/01/2005,193cm,Wing-spiker,3.03(291/96),0.17(16/96),0.28(27/96),45%(177/393),42%(248/588),https://volleybox.net/william-groffier-p91496,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=2810&ID=102
Karttunen Antti,25/10/1992,194cm,Wing-spiker,2.96(323/109),0.16(17/109),0.2(22/109),40%(238/589),39%(284/729),https://volleybox.net/antti-karttunen-p84295,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=506&ID=102
Leinonen Jiri,04/04/2004,191cm,Wing-spiker,2.8(112/40),0.28(11/40),0.28(11/40),45%(119/266),44%(90/203),https://volleybox.net/jiri-leinonen-p91497,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=2036&ID=102
Ekman Jacob,29/01/2002,210cm,Middle-Blocker,2.76(229/83),0.19(16/83),0.34(28/83),50%(4/8),63%(185/293),https://volleybox.net/jacob-ekman-p37337,SWE,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=3070&ID=102
Rahko Väinö,24/10/2000,199cm,Wing-spiker,2.74(307/112),0.15(17/112),0.33(37/112),45%(256/567),40%(253/630),https://volleybox.net/vaino-rahko-p46534,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=1453&ID=102
Itänen Joel,07/08/2001,200cm,Opposite,2.73(41/15),0.0(0/15),0.2(3/15),0%(0/7),46%(38/83),https://volleybox.net/joel-itanen-p84259,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=2624&ID=102
Marttila Janne,17/04/1997,195cm,Wing-spiker,2.73(248/91),0.1(9/91),0.29(26/91),50%(247/498),39%(213/553),https://volleybox.net/janne-marttila-p4079,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=858&ID=102
Lahti Teemu,27/08/1996,188cm,Wing-spiker,2.69(296/110),0.11(12/110),0.25(28/110),51%(299/590),40%(256/642),https://volleybox.net/teemu-lahti-p84270,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=1313&ID=102
Leppälä Antti,08/05/1992,195cm,Middle-Blocker,2.65(291/110),0.15(17/110),0.39(43/110),50%(4/8),50%(231/463),https://volleybox.net/antti-leppala-p24229,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=483&ID=102
Allik Karli,25/09/1996,192cm,Wing-spiker,2.56(230/90),0.47(42/90),0.11(10/90),54%(206/385),48%(178/371),https://volleybox.net/karli-allik-p4162,EST,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=3068&ID=102
Layus Joaquin,11/11/1994,204cm,Middle-Blocker,2.46(177/72),0.18(13/72),0.74(53/72),18%(2/11),54%(111/205),https://volleybox.net/joaquin-layus-p30784,ARG,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=3062&ID=102
Vuorinen Kasimir,28/08/1995,189cm,Wing-spiker,2.44(39/16),0.25(4/16),0.38(6/16),52%(80/153),39%(29/75),https://volleybox.net/kasimir-vuorinen-p6232,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=464&ID=102
Mäkinen Jere,27/07/1999,195cm,Wing-spiker,2.41(227/94),0.29(27/94),0.22(21/94),47%(244/524),35%(179/509),https://volleybox.net/jere-makinen-p38166,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=541&ID=102
Lehtonen Lauri,26/01/1998,192cm,Middle-Blocker,2.34(246/105),0.05(5/105),0.87(91/105),61%(22/36),55%(150/275),https://volleybox.net/lauri-lehtonen-p84304,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=1913&ID=102
Zhbankov Alexej,18/07/2003,204cm,Middle-Blocker,2.33(154/66),0.2(13/66),0.76(50/66),33%(2/6),58%(91/158),https://volleybox.net/alexej-zhbankov-p34024,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=2034&ID=102
Bonin Ben-Simon,01/03/2003,201cm,Wing-spiker,2.3(92/40),0.1(4/40),0.25(10/40),43%(118/274),40%(78/196),https://volleybox.net/ben-simon-bonin-p43285,GER,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=3069&ID=102
Beik Mohammadreza,08/02/2000,200cm,Wing-spiker,2.3(223/97),0.23(22/97),0.33(32/97),59%(234/400),43%(169/394),https://volleybox.net/mohammadreza-beik-p8109,IRI,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=3054&ID=102
Siirilä Tommi,05/08/1993,203cm,Middle-Blocker,2.27(245/108),0.22(24/108),0.73(79/108),0%(0/10),49%(142/288),https://volleybox.net/tommi-siirila-p4112,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=479&ID=102
Haapaniemi Miika,06/02/2004,203cm,Middle-Blocker,2.18(218/100),0.23(23/100),0.39(39/100),25%(2/8),58%(156/268),https://volleybox.net/miika-haapaniemi-p34025,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=2035&ID=102
Vanhanen Lauri,24/01/2000,187cm,Wing-spiker,2.18(170/78),0.03(2/78),0.15(12/78),45%(183/409),37%(156/422),https://volleybox.net/lauri-vanhanen-p29703,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=1455&ID=102
Marttila Nooa,03/07/2005,192cm,Wing-spiker,2.11(226/107),0.23(25/107),0.24(26/107),52%(308/595),38%(175/457),https://volleybox.net/nooa-marttila-p91499,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=3051&ID=102
Savonsalmi Severi,21/08/2000,210cm,Middle-Blocker,2.09(213/102),0.21(21/102),0.54(55/102),40%(6/15),56%(137/243),https://volleybox.net/severi-savonsalmi-p24459,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=704&ID=102
Rekomaa Rami,11/05/1996,196cm,Middle-Blocker,2.08(237/114),0.22(25/114),0.52(59/114),0%(0/6),51%(153/300),https://volleybox.net/rami-rekomaa-p31181,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=1358&ID=102
Niinivaara Nuutti,29/07/1998,199cm,Middle-Blocker,2.07(246/119),0.16(19/119),0.46(55/119),55%(10/18),49%(172/351),https://volleybox.net/nuutti-niinivaara-p51837,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=497&ID=102
Keskinen Roope,02/05/2001,194cm,Middle-Blocker,2.01(243/121),0.22(27/121),0.46(56/121),30%(8/26),52%(160/308),https://volleybox.net/roope-keskinen-p34604,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=2442&ID=102
Pennanen Kasper,30/10/1996,196cm,Wing-spiker,1.99(173/87),0.17(15/87),0.16(14/87),40%(233/588),37%(144/386),https://volleybox.net/kasper-pennanen-p74629,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=533&ID=102
Kovac Jakub,13/05/1997,200cm,Middle-Blocker,1.98(178/90),0.12(11/90),0.63(57/90),18%(2/11),56%(110/197),https://volleybox.net/jakub-kovac-p7237,SVK,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=2269&ID=102
Kouki Eemeli,26/10/1991,194cm,Wing-spiker,1.97(63/32),0.19(6/32),0.16(5/32),41%(53/130),39%(52/135),https://volleybox.net/eemeli-kouki-p3998,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=468&ID=102
Suomalainen Mikko,05/11/1994,202cm,Middle-Blocker,1.96(178/91),0.08(7/91),0.78(71/91),52%(10/19),53%(100/189),https://volleybox.net/mikko-suomalainen-p25884,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=1572&ID=102
Berg Atro,13/07/2001,194cm,Middle-Blocker,1.92(98/51),0.12(6/51),0.57(29/51),40%(2/5),55%(63/114),https://volleybox.net/atro-berg-p84287,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=2403&ID=102
Petruf Adrián,01/05/2003,199cm,Wing-spiker,1.9(93/49),0.14(7/49),0.18(9/49),53%(175/331),42%(77/183),https://volleybox.net/adrian-petruf-p34170,SVK,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=3192&ID=102
Vuorenmaa Tatu,04/02/1999,196cm,Middle-Blocker,1.9(222/117),0.21(25/117),0.79(92/117),46%(6/13),75%(210/277),https://volleybox.net/tatu-vuorenmaa-p84293,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=1856&ID=102
Mäki Eetu,27/10/2001,193cm,Middle-Blocker,1.89(221/117),0.18(21/117),0.6(70/117),57%(8/14),51%(130/253),https://volleybox.net/eetu-maki-p34613,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=508&PlayerID=2096&ID=102
Sinkkonen Sauli,14/09/1989,201cm,Middle-Blocker,1.85(181/98),0.16(16/98),0.4(39/98),40%(4/10),58%(126/216),https://volleybox.net/sauli-sinkkonen-p4205,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=423&ID=102
Tyynismaa Petteri,05/08/2003,203cm,Middle-Blocker,1.82(153/84),0.06(5/84),0.42(35/84),31%(6/19),57%(113/200),https://volleybox.net/petteri-tyynismaa-p91493,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=2808&ID=102
Kisiel David,04/10/1997,199cm,Opposite,1.78(89/50),0.1(5/50),0.12(6/50),N/A,38%(78/204),https://volleybox.net/david-kisiel-p81248,USA,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=3061&ID=102
Porkka Henrik,14/01/1998,202cm,Middle-Blocker,1.77(207/117),0.23(27/117),0.48(56/117),0%(0/5),48%(124/256),https://volleybox.net/henrik-porkka-p4110,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=909&ID=102
Rissanen Atte,07/10/1997,197cm,Middle-Blocker,1.76(141/80),0.09(7/80),0.52(42/80),20%(2/10),54%(92/169),https://volleybox.net/atte-rissanen-p60896,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=865&ID=102
Berggren Alexander,01/12/1996,194cm,Middle-Blocker,1.74(176/101),0.21(21/101),0.49(49/101),0%(0/12),75%(212/282),https://volleybox.net/alexander-berggren-p36562,SWE,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=3073&ID=102
Leinonen Miro,29/11/2000,204cm,Middle-Blocker,1.73(78/45),0.16(7/45),0.36(16/45),50%(4/8),60%(55/92),https://volleybox.net/miro-leinonen-p34026,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=501&PlayerID=2573&ID=102
Siirilä Tuomas,28/09/1997,193cm,Wing-spiker,1.72(160/93),0.05(5/93),0.19(18/93),43%(224/524),35%(137/391),https://volleybox.net/tuomas-siirila-p6224,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=520&PlayerID=863&ID=102
Sorvoja Ville,02/12/1990,194cm,Opposite,1.71(41/24),0.0(0/24),0.08(2/24),N/A,42%(39/93),https://volleybox.net/ville-sorvoja-p44620,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=751&ID=102
Karjarinta Mikko,22/07/1999,210cm,Middle-Blocker,1.7(75/44),0.11(5/44),0.57(25/44),85%(6/7),78%(90/114),https://volleybox.net/mikko-karjarinta-p32825,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=505&PlayerID=1452&ID=102
Järnvall Ville,15/01/1999,189cm,Wing-spiker,1.7(139/82),0.13(11/82),0.1(8/82),54%(264/491),40%(120/302),https://volleybox.net/ville-jarnvall-p77820,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=502&PlayerID=2610&ID=102
Saviaro Matias,01/07/1999,200cm,Opposite,1.67(87/52),0.08(4/52),0.1(5/52),N/A,47%(78/166),https://volleybox.net/matias-saviaro-p59067,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=507&PlayerID=1312&ID=102
Jauhiainen Miki,08/07/1997,207cm,Middle-Blocker,1.67(140/84),0.13(11/84),0.54(45/84),0%(0/10),70%(168/240),https://volleybox.net/miki-jauhiainen-p17577,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=908&ID=102
Härkönen Petteri,19/05/1999,199cm,Middle-Blocker,1.56(70/45),0.18(8/45),0.33(15/45),54%(6/11),51%(47/93),https://volleybox.net/petteri-harkonen-p60897,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=1835&ID=102
Määttänen Marko,24/05/1994,192cm,Wing-spiker,1.54(40/26),0.04(1/26),0.04(1/26),44%(82/187),33%(38/114),https://volleybox.net/marko-maattanen-p84301,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=503&PlayerID=496&ID=102
Vuori Tiitus,21/12/1996,185cm,Wing-spiker,1.45(45/31),0.16(5/31),0.1(3/31),46%(67/145),47%(37/78),https://volleybox.net/tiitus-vuori-p117709,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=506&PlayerID=1869&ID=102
Jylhä Lauri,02/08/1996,194cm,Wing-spiker,1.37(52/38),0.03(1/38),0.16(6/38),52%(104/201),35%(45/129),https://volleybox.net/lauri-jylha-p24228,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=519&PlayerID=475&ID=102
Pitkänen Panu,10/10/1994,198cm,Middle-Blocker,1.35(123/91),0.09(8/91),0.51(46/91),42%(6/14),64%(138/215),https://volleybox.net/panu-pitkanen-p78073,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=517&PlayerID=1302&ID=102
Väliaho Mikko,21/04/1990,196cm,Middle-Blocker,1.29(18/14),0.07(1/14),0.57(8/14),0%(0/2),60%(18/30),https://volleybox.net/mikko-valiaho-p29698,FIN,https://lml-web.dataproject.com/PlayerDetails.aspx?TeamID=525&PlayerID=526&ID=102
